time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw
2021-09-18 19:08:28.440641,0.96630859375,-0.0205078125,0.25537109375,0.0,0.0,0.0,-4.5208740234375,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.452238,0.96630859375,-0.01953125,0.2548828125,0.0,0.0,0.0,-4.515380859375,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.462026,0.9677734375,-0.02197265625,0.25048828125,0.0,0.0,0.0,-4.5208740234375,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.471969,0.9677734375,-0.02197265625,0.25048828125,0.0,0.0,0.0,-4.5263671875,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.481983,0.966796875,-0.02001953125,0.2529296875,0.0,0.0,0.0,-4.5263671875,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.491973,0.9658203125,-0.02099609375,0.25390625,0.0,0.0,0.0,-4.5263671875,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.501803,0.966796875,-0.021484375,0.25244140625,0.0,0.0,0.0,-4.5318603515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.511749,0.966796875,-0.02099609375,0.2529296875,0.0,0.0,0.0,-4.5318603515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.521881,0.96533203125,-0.02099609375,0.25244140625,0.0,0.0,0.0,-4.537353515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.531767,0.96533203125,-0.02001953125,0.25439453125,0.0,0.0,0.0,-4.537353515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.541620,0.9677734375,-0.0205078125,0.25390625,0.0,0.0,0.0,-4.537353515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.551798,0.96728515625,-0.01953125,0.25244140625,0.0,0.0,0.0,-4.537353515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.561754,0.966796875,-0.02001953125,0.25146484375,0.0,0.0,0.0,-4.537353515625,-75.333251953125,-11.2115478515625
2021-09-18 19:08:28.571639,0.96630859375,-0.02099609375,0.24853515625,0.0,0.0,0.0,-4.537353515625,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.581552,0.9658203125,-0.0205078125,0.251953125,0.0,0.0,0.0,-4.537353515625,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.591570,0.9658203125,-0.0205078125,0.25390625,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.601533,0.9658203125,-0.02099609375,0.25390625,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.611436,0.96484375,-0.02001953125,0.25341796875,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.621498,0.96630859375,-0.02099609375,0.25390625,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.631415,0.96630859375,-0.01953125,0.25244140625,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.641357,0.96533203125,-0.017578125,0.25244140625,0.0,0.0,0.0,-4.537353515625,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.651261,0.9658203125,-0.02001953125,0.2529296875,0.0,0.0,0.0,-4.537353515625,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.661376,0.96533203125,-0.021484375,0.251953125,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
2021-09-18 19:08:28.671298,0.966796875,-0.021484375,0.25439453125,0.0,0.0,0.0,-4.5428466796875,-75.3387451171875,-11.2115478515625
