time,acc_x,acc_y,acc_z,roll,pitch,yaw
2021-09-24 22:41:27.353365,0.0322265625,0.56591796875,0.8525390625,33.629150390625,-1.95556640625,1.8896484375
2021-09-24 22:41:27.354137,0.0322265625,0.56591796875,0.8544921875,33.6236572265625,-1.9500732421875,1.8896484375
2021-09-24 22:41:27.354625,0.03271484375,0.56689453125,0.8515625,33.6236572265625,-1.9500732421875,1.8896484375
2021-09-24 22:41:27.355175,0.033203125,0.5654296875,0.85009765625,33.6236572265625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.355705,0.03466796875,0.56494140625,0.84912109375,33.6236572265625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.356248,0.03564453125,0.56591796875,0.85205078125,33.6236572265625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.356761,0.03857421875,0.56494140625,0.85107421875,33.6236572265625,-1.93359375,1.8896484375
2021-09-24 22:41:27.357283,0.0390625,0.56396484375,0.8515625,33.6236572265625,-1.93359375,1.8896484375
2021-09-24 22:41:27.357887,0.037109375,0.5634765625,0.85107421875,33.6236572265625,-1.93359375,1.8896484375
2021-09-24 22:41:27.358535,0.0361328125,0.564453125,0.85107421875,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.359145,0.03564453125,0.56494140625,0.85498046875,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.359863,0.03369140625,0.5654296875,0.84912109375,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.360517,0.03515625,0.56591796875,0.85400390625,33.6126708984375,-1.944580078125,1.8896484375
2021-09-24 22:41:27.361183,0.03369140625,0.56591796875,0.8515625,33.6126708984375,-1.944580078125,1.8896484375
2021-09-24 22:41:27.361916,0.03515625,0.56591796875,0.8515625,33.6126708984375,-1.944580078125,1.8896484375
2021-09-24 22:41:27.362515,0.0361328125,0.5654296875,0.84912109375,33.6126708984375,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.363124,0.03955078125,0.56640625,0.85205078125,33.6126708984375,-1.93359375,1.8896484375
2021-09-24 22:41:27.363761,0.03955078125,0.56689453125,0.8466796875,33.6126708984375,-1.93359375,1.8896484375
2021-09-24 22:41:27.364392,0.037109375,0.5673828125,0.85205078125,33.6126708984375,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.364993,0.03515625,0.56689453125,0.84765625,33.6126708984375,-1.944580078125,1.8896484375
2021-09-24 22:41:27.365679,0.03173828125,0.5654296875,0.85205078125,33.6126708984375,-1.9500732421875,1.8896484375
2021-09-24 22:41:27.366346,0.02783203125,0.56396484375,0.8515625,33.6126708984375,-1.95556640625,1.8896484375
2021-09-24 22:41:27.367002,0.02783203125,0.5673828125,0.849609375,33.6181640625,-1.95556640625,1.8896484375
2021-09-24 22:41:27.367631,0.02783203125,0.56640625,0.8544921875,33.6126708984375,-1.95556640625,1.8896484375
2021-09-24 22:41:27.368242,0.02978515625,0.56591796875,0.849609375,33.6126708984375,-1.944580078125,1.8896484375
2021-09-24 22:41:27.368863,0.03271484375,0.564453125,0.84814453125,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.369556,0.037109375,0.5634765625,0.85107421875,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.370151,0.037109375,0.56298828125,0.84912109375,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.374328,0.0400390625,0.564453125,0.84912109375,33.6126708984375,-1.93359375,1.8896484375
2021-09-24 22:41:27.374671,0.03662109375,0.56689453125,0.85107421875,33.6126708984375,-1.93359375,1.8896484375
2021-09-24 22:41:27.374972,0.03515625,0.5693359375,0.84912109375,33.607177734375,-1.93359375,1.8896484375
2021-09-24 22:41:27.375259,0.03369140625,0.5703125,0.8525390625,33.607177734375,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.375625,0.033203125,0.5673828125,0.84765625,33.6126708984375,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.375905,0.03466796875,0.56640625,0.84814453125,33.6126708984375,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.376176,0.03466796875,0.56396484375,0.85107421875,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.376440,0.03466796875,0.56396484375,0.84912109375,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.376699,0.037109375,0.5654296875,0.85205078125,33.6181640625,-1.9281005859375,1.8896484375
2021-09-24 22:41:27.376990,0.03759765625,0.56591796875,0.84912109375,33.6181640625,-1.9281005859375,1.8896484375
2021-09-24 22:41:27.377290,0.03662109375,0.5673828125,0.85205078125,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.377557,0.03515625,0.56396484375,0.849609375,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.377818,0.0322265625,0.564453125,0.849609375,33.6181640625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.378058,0.0341796875,0.5654296875,0.85009765625,33.6181640625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.378251,0.03466796875,0.56689453125,0.8515625,33.6126708984375,-1.944580078125,1.8896484375
2021-09-24 22:41:27.378462,0.03466796875,0.5673828125,0.85107421875,33.6181640625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.378675,0.03369140625,0.56640625,0.85009765625,33.6181640625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.378876,0.03515625,0.56396484375,0.84814453125,33.6236572265625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.379088,0.0361328125,0.5634765625,0.84814453125,33.6236572265625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.379331,0.03564453125,0.56494140625,0.85205078125,33.6181640625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.379628,0.03564453125,0.568359375,0.84912109375,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.379934,0.03515625,0.568359375,0.8525390625,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.380247,0.03515625,0.56591796875,0.84814453125,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.380552,0.0341796875,0.56396484375,0.84765625,33.6236572265625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.380857,0.03271484375,0.56201171875,0.85009765625,33.6236572265625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.381152,0.03271484375,0.56591796875,0.84912109375,33.6236572265625,-1.944580078125,1.8896484375
2021-09-24 22:41:27.381459,0.033203125,0.56640625,0.8505859375,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.381770,0.0341796875,0.5673828125,0.8505859375,33.6181640625,-1.9390869140625,1.8896484375
2021-09-24 22:41:27.382089,0.03515625,0.5654296875,0.85009765625,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.382402,0.03515625,0.5654296875,0.85302734375,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.382698,0.03564453125,0.56396484375,0.85302734375,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.383009,0.037109375,0.564453125,0.85205078125,33.6181640625,-1.93359375,1.8896484375
2021-09-24 22:41:27.383235,0.03662109375,0.56298828125,0.853515625,33.6126708984375,-1.93359375,1.8896484375
2021-09-24 22:41:27.383462,0.03662109375,0.56298828125,0.853515625,33.607177734375,-1.93359375,1.8896484375
2021-09-24 22:41:27.383689,0.03662109375,0.56591796875,0.8525390625,33.607177734375,-1.93359375,1.8896484375
2021-09-24 22:41:27.383929,0.0390625,0.56640625,0.85205078125,33.607177734375,-1.93359375,1.8896484375
2021-09-24 22:41:27.384158,0.03662109375,0.56494140625,0.853515625,33.607177734375,-1.9390869140625,1.8896484375
